<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GBPUSD,60,20190417,230000,1.3039000,1.3043000,1.3036000,1.3040000,34919
GBPUSD,60,20190418,000000,1.3040000,1.3043000,1.3034000,1.3038000,21614
GBPUSD,60,20190418,010000,1.3038000,1.3042000,1.3030000,1.3037000,30120
GBPUSD,60,20190418,020000,1.3037000,1.3040000,1.3034000,1.3038000,12597
GBPUSD,60,20190418,030000,1.3039000,1.3040000,1.3034000,1.3038000,22661
GBPUSD,60,20190418,040000,1.3038000,1.3044000,1.3033000,1.3043000,23586
GBPUSD,60,20190418,050000,1.3043000,1.3045000,1.3037000,1.3039000,24761
GBPUSD,60,20190418,060000,1.3039000,1.3042000,1.3032000,1.3038000,26593
GBPUSD,60,20190418,070000,1.3040000,1.3042000,1.3034000,1.3039000,20264
GBPUSD,60,20190418,080000,1.3039000,1.3046000,1.3036000,1.3044000,19968
GBPUSD,60,20190418,090000,1.3044000,1.3053000,1.3043000,1.3047000,26293
GBPUSD,60,20190418,100000,1.3047000,1.3050000,1.3040000,1.3043000,61547
GBPUSD,60,20190418,110000,1.3044000,1.3050000,1.3018000,1.3028000,137955
GBPUSD,60,20190418,120000,1.3028000,1.3035000,1.3008000,1.3021000,125277
GBPUSD,60,20190418,130000,1.3020000,1.3022000,1.3005000,1.3010000,116049
GBPUSD,60,20190418,140000,1.3010000,1.3015000,1.3001000,1.3008000,94341
GBPUSD,60,20190418,150000,1.3008000,1.3021000,1.3004000,1.3013000,98810
GBPUSD,60,20190418,160000,1.3013000,1.3018000,1.2991000,1.3004000,117156
GBPUSD,60,20190418,170000,1.3004000,1.3022000,1.2996000,1.3018000,104864
GBPUSD,60,20190418,180000,1.3018000,1.3020000,1.2995000,1.3007000,107156
GBPUSD,60,20190418,190000,1.3006000,1.3012000,1.2996000,1.3003000,80335
GBPUSD,60,20190418,200000,1.3003000,1.3007000,1.2977000,1.2981000,67382
GBPUSD,60,20190418,210000,1.2980000,1.2989000,1.2979000,1.2987000,49525
GBPUSD,60,20190418,220000,1.2988000,1.2993000,1.2984000,1.2988000,40972
GBPUSD,60,20190418,230000,1.2988000,1.2994000,1.2981000,1.2983000,38551
GBPUSD,60,20190419,000000,1.2983000,1.2991000,1.2979000,1.2989000,31915
GBPUSD,60,20190419,010000,1.2988000,1.2992000,1.2980000,1.2989000,15141
GBPUSD,60,20190419,020000,1.2989000,1.2994000,1.2984000,1.2988000,59041
GBPUSD,60,20190419,030000,1.2988000,1.2995000,1.2983000,1.2991000,59016
GBPUSD,60,20190419,040000,1.2990000,1.2995000,1.2989000,1.2991000,61319
GBPUSD,60,20190419,050000,1.2991000,1.2997000,1.2984000,1.2989000,104098
GBPUSD,60,20190419,060000,1.2989000,1.2995000,1.2985000,1.2990000,173390
GBPUSD,60,20190419,070000,1.2991000,1.2995000,1.2988000,1.2994000,37195
GBPUSD,60,20190419,080000,1.2994000,1.3004000,1.2991000,1.2998000,137500
GBPUSD,60,20190419,090000,1.3000000,1.3002000,1.2993000,1.2995000,72453
GBPUSD,60,20190419,100000,1.2995000,1.3002000,1.2990000,1.2996000,74439
GBPUSD,60,20190419,110000,1.2996000,1.3001000,1.2991000,1.2998000,65061
GBPUSD,60,20190419,120000,1.2998000,1.3002000,1.2993000,1.2998000,92755
GBPUSD,60,20190419,130000,1.2999000,1.3009000,1.2995000,1.3001000,90074
GBPUSD,60,20190419,140000,1.3001000,1.3005000,1.2996000,1.3000000,95539
GBPUSD,60,20190419,150000,1.3000000,1.3009000,1.2994000,1.3003000,103279
GBPUSD,60,20190419,160000,1.3003000,1.3005000,1.2990000,1.2995000,112726
GBPUSD,60,20190419,170000,1.2995000,1.2998000,1.2991000,1.2996000,87269
GBPUSD,60,20190419,180000,1.2997000,1.3006000,1.2994000,1.3002000,103437
GBPUSD,60,20190419,190000,1.3002000,1.3003000,1.2993000,1.2999000,108581
GBPUSD,60,20190419,200000,1.3000000,1.3001000,1.2992000,1.2999000,62089
GBPUSD,60,20190419,210000,1.2999000,1.3003000,1.2986000,1.2994000,58416
GBPUSD,60,20190419,220000,1.2993000,1.3002000,1.2988000,1.2994000,54320
GBPUSD,60,20190419,230000,1.2994000,1.3003000,1.2989000,1.2998000,39279
GBPUSD,60,20190420,000000,1.2995000,1.3003000,1.2980000,1.2991000,44620
GBPUSD,60,20190420,010000,1.2994000,1.2994000,1.2994000,1.2994000,1
GBPUSD,60,20190421,230000,1.2994000,1.2997000,1.2992000,1.2993000,47
GBPUSD,60,20190422,000000,1.2993000,1.2997000,1.2991000,1.2994000,80
GBPUSD,60,20190422,010000,1.2997000,1.3000000,1.2984000,1.2985000,1865
GBPUSD,60,20190422,020000,1.2988000,1.2995000,1.2983000,1.2993000,15452
GBPUSD,60,20190422,030000,1.2993000,1.2995000,1.2990000,1.2992000,24485
GBPUSD,60,20190422,040000,1.2992000,1.2993000,1.2984000,1.2987000,21471
GBPUSD,60,20190422,050000,1.2987000,1.2994000,1.2984000,1.2992000,28205
GBPUSD,60,20190422,060000,1.2992000,1.2997000,1.2988000,1.2996000,21059
GBPUSD,60,20190422,070000,1.2995000,1.2998000,1.2989000,1.2990000,18400
GBPUSD,60,20190422,080000,1.2991000,1.2994000,1.2990000,1.2993000,16195
GBPUSD,60,20190422,090000,1.2992000,1.2997000,1.2990000,1.2993000,20442
GBPUSD,60,20190422,100000,1.2993000,1.2998000,1.2991000,1.2996000,28322
GBPUSD,60,20190422,110000,1.2995000,1.2998000,1.2990000,1.2995000,42904
GBPUSD,60,20190422,120000,1.2995000,1.2998000,1.2987000,1.2990000,34802
GBPUSD,60,20190422,130000,1.2990000,1.2993000,1.2988000,1.2990000,17909
GBPUSD,60,20190422,140000,1.2990000,1.2994000,1.2986000,1.2988000,20138
GBPUSD,60,20190422,150000,1.2988000,1.2989000,1.2983000,1.2986000,25449
GBPUSD,60,20190422,160000,1.2986000,1.2989000,1.2977000,1.2978000,56596
GBPUSD,60,20190422,170000,1.2978000,1.2987000,1.2976000,1.2987000,63772
GBPUSD,60,20190422,180000,1.2987000,1.2991000,1.2974000,1.2977000,71478
GBPUSD,60,20190422,190000,1.2977000,1.2987000,1.2974000,1.2982000,56412
GBPUSD,60,20190422,200000,1.2981000,1.2986000,1.2978000,1.2984000,38290
GBPUSD,60,20190422,210000,1.2984000,1.2987000,1.2980000,1.2984000,31235
GBPUSD,60,20190422,220000,1.2984000,1.2987000,1.2979000,1.2981000,27278
GBPUSD,60,20190422,230000,1.2981000,1.2983000,1.2977000,1.2980000,22337
GBPUSD,60,20190423,000000,1.2980000,1.2982000,1.2975000,1.2981000,19052
GBPUSD,60,20190423,010000,1.2982000,1.2983000,1.2976000,1.2981000,17226
GBPUSD,60,20190423,020000,1.2981000,1.2983000,1.2978000,1.2982000,18915
GBPUSD,60,20190423,030000,1.2982000,1.2983000,1.2977000,1.2980000,15622
GBPUSD,60,20190423,040000,1.2981000,1.2982000,1.2973000,1.2981000,32753
GBPUSD,60,20190423,050000,1.2981000,1.2988000,1.2979000,1.2983000,29915
GBPUSD,60,20190423,060000,1.2983000,1.2985000,1.2980000,1.2984000,19627
GBPUSD,60,20190423,070000,1.2984000,1.2990000,1.2982000,1.2989000,18319
GBPUSD,60,20190423,080000,1.2989000,1.2990000,1.2984000,1.2987000,20789
GBPUSD,60,20190423,090000,1.2987000,1.2988000,1.2977000,1.2980000,28283
GBPUSD,60,20190423,100000,1.2980000,1.2985000,1.2974000,1.2982000,62620
GBPUSD,60,20190423,110000,1.2982000,1.2995000,1.2980000,1.2988000,91276
GBPUSD,60,20190423,120000,1.2987000,1.2999000,1.2985000,1.2991000,78790
GBPUSD,60,20190423,130000,1.2991000,1.3014000,1.2989000,1.3012000,75722
GBPUSD,60,20190423,140000,1.3012000,1.3019000,1.3001000,1.3008000,76903
GBPUSD,60,20190423,150000,1.3008000,1.3009000,1.2999000,1.3005000,71663
GBPUSD,60,20190423,160000,1.3005000,1.3011000,1.2952000,1.2957000,108366
GBPUSD,60,20190423,170000,1.2957000,1.2965000,1.2943000,1.2960000,112867
GBPUSD,60,20190423,180000,1.2960000,1.2963000,1.2926000,1.2937000,114300
GBPUSD,60,20190423,190000,1.2937000,1.2947000,1.2927000,1.2942000,85521
GBPUSD,60,20190423,200000,1.2942000,1.2948000,1.2937000,1.2946000,65792
GBPUSD,60,20190423,210000,1.2945000,1.2947000,1.2934000,1.2936000,56513
GBPUSD,60,20190423,220000,1.2937000,1.2941000,1.2930000,1.2939000,38030
GBPUSD,60,20190423,230000,1.2938000,1.2944000,1.2932000,1.2944000,39871
GBPUSD,60,20190424,000000,1.2944000,1.2944000,1.2929000,1.2934000,20599
GBPUSD,60,20190424,010000,1.2934000,1.2939000,1.2927000,1.2931000,25986
GBPUSD,60,20190424,020000,1.2931000,1.2939000,1.2927000,1.2935000,30645
GBPUSD,60,20190424,030000,1.2935000,1.2939000,1.2932000,1.2937000,24761
GBPUSD,60,20190424,040000,1.2937000,1.2942000,1.2933000,1.2941000,33056
GBPUSD,60,20190424,050000,1.2941000,1.2943000,1.2929000,1.2935000,45367
GBPUSD,60,20190424,060000,1.2934000,1.2939000,1.2929000,1.2932000,35797
GBPUSD,60,20190424,070000,1.2932000,1.2938000,1.2927000,1.2936000,28685
GBPUSD,60,20190424,080000,1.2936000,1.2939000,1.2931000,1.2936000,23881
GBPUSD,60,20190424,090000,1.2937000,1.2938000,1.2930000,1.2935000,26678
GBPUSD,60,20190424,100000,1.2935000,1.2936000,1.2919000,1.2923000,58581
GBPUSD,60,20190424,110000,1.2923000,1.2935000,1.2913000,1.2929000,85565
GBPUSD,60,20190424,120000,1.2930000,1.2934000,1.2918000,1.2934000,101763
GBPUSD,60,20190424,130000,1.2934000,1.2941000,1.2926000,1.2940000,79041
GBPUSD,60,20190424,140000,1.2938000,1.2949000,1.2934000,1.2939000,81298
GBPUSD,60,20190424,150000,1.2939000,1.2954000,1.2930000,1.2953000,76535
GBPUSD,60,20190424,160000,1.2953000,1.2957000,1.2943000,1.2954000,82112
GBPUSD,60,20190424,170000,1.2954000,1.2954000,1.2930000,1.2950000,101875
GBPUSD,60,20190424,180000,1.2950000,1.2964000,1.2940000,1.2961000,116546
GBPUSD,60,20190424,190000,1.2961000,1.2961000,1.2941000,1.2946000,75925
GBPUSD,60,20190424,200000,1.2945000,1.2947000,1.2920000,1.2921000,70398
GBPUSD,60,20190424,210000,1.2922000,1.2930000,1.2916000,1.2928000,51115
GBPUSD,60,20190424,220000,1.2929000,1.2929000,1.2902000,1.2905000,64095
GBPUSD,60,20190424,230000,1.2905000,1.2908000,1.2887000,1.2904000,60147
GBPUSD,60,20190425,000000,1.2904000,1.2909000,1.2895000,1.2899000,28091
GBPUSD,60,20190425,010000,1.2902000,1.2908000,1.2894000,1.2901000,1340
GBPUSD,60,20190425,020000,1.2902000,1.2908000,1.2902000,1.2906000,39372
GBPUSD,60,20190425,030000,1.2906000,1.2908000,1.2900000,1.2903000,57638
GBPUSD,60,20190425,040000,1.2903000,1.2908000,1.2894000,1.2905000,31624
GBPUSD,60,20190425,050000,1.2905000,1.2914000,1.2895000,1.2912000,32031
GBPUSD,60,20190425,060000,1.2912000,1.2917000,1.2906000,1.2912000,31374
GBPUSD,60,20190425,070000,1.2912000,1.2913000,1.2901000,1.2905000,26686
GBPUSD,60,20190425,080000,1.2905000,1.2909000,1.2898000,1.2905000,27265
GBPUSD,60,20190425,090000,1.2905000,1.2909000,1.2900000,1.2907000,28301
GBPUSD,60,20190425,100000,1.2906000,1.2912000,1.2896000,1.2911000,56034
GBPUSD,60,20190425,110000,1.2911000,1.2916000,1.2892000,1.2897000,107558
GBPUSD,60,20190425,120000,1.2897000,1.2899000,1.2878000,1.2889000,102228
GBPUSD,60,20190425,130000,1.2889000,1.2891000,1.2869000,1.2871000,86811
GBPUSD,60,20190425,140000,1.2871000,1.2881000,1.2869000,1.2874000,70791
GBPUSD,60,20190425,150000,1.2874000,1.2878000,1.2864000,1.2868000,67109
GBPUSD,60,20190425,160000,1.2867000,1.2886000,1.2866000,1.2886000,89474
GBPUSD,60,20190425,170000,1.2886000,1.2908000,1.2882000,1.2906000,98983
GBPUSD,60,20190425,180000,1.2906000,1.2914000,1.2898000,1.2907000,98922
GBPUSD,60,20190425,190000,1.2906000,1.2912000,1.2890000,1.2901000,76060
GBPUSD,60,20190425,200000,1.2901000,1.2907000,1.2897000,1.2901000,46480
GBPUSD,60,20190425,210000,1.2901000,1.2903000,1.2891000,1.2895000,46176
GBPUSD,60,20190425,220000,1.2895000,1.2897000,1.2886000,1.2892000,44840
GBPUSD,60,20190425,230000,1.2892000,1.2896000,1.2889000,1.2893000,35038
GBPUSD,60,20190426,000000,1.2894000,1.2902000,1.2888000,1.2897000,19409
GBPUSD,60,20190426,010000,1.2896000,1.2898000,1.2887000,1.2895000,46879
GBPUSD,60,20190426,020000,1.2895000,1.2900000,1.2891000,1.2899000,12796
GBPUSD,60,20190426,030000,1.2899000,1.2900000,1.2892000,1.2894000,23507
GBPUSD,60,20190426,040000,1.2894000,1.2897000,1.2887000,1.2890000,43062
GBPUSD,60,20190426,050000,1.2890000,1.2899000,1.2887000,1.2894000,39692
GBPUSD,60,20190426,060000,1.2894000,1.2906000,1.2887000,1.2902000,45613
GBPUSD,60,20190426,070000,1.2901000,1.2905000,1.2897000,1.2901000,31473
GBPUSD,60,20190426,080000,1.2901000,1.2905000,1.2899000,1.2902000,23195
GBPUSD,60,20190426,090000,1.2902000,1.2905000,1.2897000,1.2905000,29202
GBPUSD,60,20190426,100000,1.2905000,1.2917000,1.2900000,1.2912000,57770
GBPUSD,60,20190426,110000,1.2912000,1.2913000,1.2899000,1.2905000,76218
GBPUSD,60,20190426,120000,1.2905000,1.2914000,1.2899000,1.2909000,72606
GBPUSD,60,20190426,130000,1.2909000,1.2912000,1.2900000,1.2905000,65451
GBPUSD,60,20190426,140000,1.2905000,1.2913000,1.2901000,1.2911000,59073
GBPUSD,60,20190426,150000,1.2911000,1.2914000,1.2894000,1.2899000,69453
GBPUSD,60,20190426,160000,1.2899000,1.2926000,1.2873000,1.2917000,125349
GBPUSD,60,20190426,170000,1.2918000,1.2928000,1.2904000,1.2921000,122166
GBPUSD,60,20190426,180000,1.2920000,1.2944000,1.2913000,1.2933000,133734
GBPUSD,60,20190426,190000,1.2934000,1.2939000,1.2925000,1.2929000,91606
GBPUSD,60,20190426,200000,1.2929000,1.2938000,1.2924000,1.2932000,48631
GBPUSD,60,20190426,210000,1.2932000,1.2935000,1.2923000,1.2927000,35190
GBPUSD,60,20190426,220000,1.2926000,1.2929000,1.2920000,1.2925000,45250
GBPUSD,60,20190426,230000,1.2926000,1.2927000,1.2917000,1.2921000,44342
GBPUSD,60,20190427,000000,1.2919000,1.2923000,1.2910000,1.2914000,24898
GBPUSD,60,20190427,010000,1.2914000,1.2917000,1.2914000,1.2917000,2
GBPUSD,60,20190428,230000,1.2924000,1.2925000,1.2924000,1.2925000,8
GBPUSD,60,20190429,000000,1.2924000,1.2925000,1.2915000,1.2922000,13
GBPUSD,60,20190429,010000,1.2921000,1.2928000,1.2913000,1.2919000,2798
GBPUSD,60,20190429,020000,1.2920000,1.2922000,1.2914000,1.2920000,8389
GBPUSD,60,20190429,030000,1.2920000,1.2922000,1.2916000,1.2919000,17960
GBPUSD,60,20190429,040000,1.2918000,1.2922000,1.2915000,1.2920000,28535
GBPUSD,60,20190429,050000,1.2920000,1.2921000,1.2914000,1.2919000,24309
GBPUSD,60,20190429,060000,1.2919000,1.2930000,1.2918000,1.2929000,29486
GBPUSD,60,20190429,070000,1.2929000,1.2934000,1.2925000,1.2932000,22629
GBPUSD,60,20190429,080000,1.2932000,1.2940000,1.2929000,1.2935000,22773
GBPUSD,60,20190429,090000,1.2935000,1.2937000,1.2931000,1.2933000,19920
GBPUSD,60,20190429,100000,1.2933000,1.2940000,1.2930000,1.2938000,48491
GBPUSD,60,20190429,110000,1.2938000,1.2946000,1.2933000,1.2939000,75929
GBPUSD,60,20190429,120000,1.2939000,1.2946000,1.2934000,1.2943000,76102
GBPUSD,60,20190429,130000,1.2943000,1.2947000,1.2927000,1.2937000,69814
GBPUSD,60,20190429,140000,1.2937000,1.2938000,1.2914000,1.2920000,65158
GBPUSD,60,20190429,150000,1.2920000,1.2927000,1.2917000,1.2920000,64986
GBPUSD,60,20190429,160000,1.2920000,1.2921000,1.2906000,1.2917000,92173
GBPUSD,60,20190429,170000,1.2917000,1.2922000,1.2906000,1.2908000,80760
GBPUSD,60,20190429,180000,1.2908000,1.2925000,1.2903000,1.2921000,82820
GBPUSD,60,20190429,190000,1.2922000,1.2926000,1.2915000,1.2922000,63468
GBPUSD,60,20190429,200000,1.2922000,1.2937000,1.2916000,1.2933000,59935
GBPUSD,60,20190429,210000,1.2932000,1.2938000,1.2926000,1.2932000,51095
GBPUSD,60,20190429,220000,1.2932000,1.2939000,1.2929000,1.2934000,42968
GBPUSD,60,20190429,230000,1.2935000,1.2938000,1.2929000,1.2936000,35644
GBPUSD,60,20190430,000000,1.2937000,1.2937000,1.2927000,1.2932000,16113
GBPUSD,60,20190430,010000,1.2932000,1.2938000,1.2922000,1.2929000,19037
GBPUSD,60,20190430,020000,1.2929000,1.2933000,1.2927000,1.2930000,10982
GBPUSD,60,20190430,030000,1.2931000,1.2932000,1.2928000,1.2931000,13471
GBPUSD,60,20190430,040000,1.2932000,1.2940000,1.2928000,1.2939000,29551
GBPUSD,60,20190430,050000,1.2939000,1.2940000,1.2924000,1.2936000,42953
GBPUSD,60,20190430,060000,1.2936000,1.2942000,1.2934000,1.2941000,27539
GBPUSD,60,20190430,070000,1.2941000,1.2945000,1.2937000,1.2940000,25330
GBPUSD,60,20190430,080000,1.2940000,1.2942000,1.2936000,1.2940000,23744
GBPUSD,60,20190430,090000,1.2940000,1.2945000,1.2934000,1.2937000,32034
GBPUSD,60,20190430,100000,1.2937000,1.2941000,1.2930000,1.2940000,61674
GBPUSD,60,20190430,110000,1.2940000,1.2956000,1.2937000,1.2952000,84318
GBPUSD,60,20190430,120000,1.2952000,1.2979000,1.2950000,1.2972000,109832
GBPUSD,60,20190430,130000,1.2972000,1.2996000,1.2971000,1.2989000,85596
GBPUSD,60,20190430,140000,1.2990000,1.3012000,1.2983000,1.3009000,76283
GBPUSD,60,20190430,150000,1.3009000,1.3018000,1.2999000,1.3007000,74165
GBPUSD,60,20190430,160000,1.3006000,1.3026000,1.3002000,1.3021000,103384
GBPUSD,60,20190430,170000,1.3021000,1.3043000,1.3016000,1.3035000,92874
GBPUSD,60,20190430,180000,1.3036000,1.3049000,1.3020000,1.3036000,128831
GBPUSD,60,20190430,190000,1.3035000,1.3040000,1.3017000,1.3030000,106177
GBPUSD,60,20190430,200000,1.3030000,1.3045000,1.3026000,1.3041000,54791
GBPUSD,60,20190430,210000,1.3041000,1.3049000,1.3037000,1.3043000,47436
GBPUSD,60,20190430,220000,1.3043000,1.3045000,1.3033000,1.3037000,46167
GBPUSD,60,20190430,230000,1.3037000,1.3041000,1.3034000,1.3040000,45935
GBPUSD,60,20190501,000000,1.3041000,1.3043000,1.3028000,1.3029000,22126
GBPUSD,60,20190501,010000,1.3031000,1.3040000,1.3026000,1.3034000,24558
GBPUSD,60,20190501,020000,1.3034000,1.3040000,1.3029000,1.3032000,33794
GBPUSD,60,20190501,030000,1.3032000,1.3040000,1.3028000,1.3039000,22782
GBPUSD,60,20190501,040000,1.3039000,1.3044000,1.3036000,1.3043000,24031
GBPUSD,60,20190501,050000,1.3043000,1.3044000,1.3038000,1.3040000,20650
GBPUSD,60,20190501,060000,1.3040000,1.3044000,1.3037000,1.3040000,22830
GBPUSD,60,20190501,070000,1.3040000,1.3046000,1.3038000,1.3043000,21763
GBPUSD,60,20190501,080000,1.3043000,1.3045000,1.3038000,1.3041000,21358
GBPUSD,60,20190501,090000,1.3041000,1.3045000,1.3038000,1.3043000,25800
GBPUSD,60,20190501,100000,1.3044000,1.3046000,1.3032000,1.3036000,37085
GBPUSD,60,20190501,110000,1.3036000,1.3062000,1.3033000,1.3054000,63032
GBPUSD,60,20190501,120000,1.3054000,1.3073000,1.3051000,1.3060000,61681
GBPUSD,60,20190501,130000,1.3060000,1.3076000,1.3057000,1.3070000,56329
GBPUSD,60,20190501,140000,1.3070000,1.3072000,1.3062000,1.3063000,40208
GBPUSD,60,20190501,150000,1.3064000,1.3072000,1.3061000,1.3071000,43677
GBPUSD,60,20190501,160000,1.3070000,1.3078000,1.3057000,1.3064000,65273
GBPUSD,60,20190501,170000,1.3064000,1.3073000,1.3060000,1.3067000,51805
GBPUSD,60,20190501,180000,1.3067000,1.3087000,1.3067000,1.3082000,74885
GBPUSD,60,20190501,190000,1.3083000,1.3092000,1.3078000,1.3090000,50930
GBPUSD,60,20190501,200000,1.3090000,1.3094000,1.3076000,1.3081000,38730
GBPUSD,60,20190501,210000,1.3080000,1.3089000,1.3075000,1.3085000,38536
GBPUSD,60,20190501,220000,1.3085000,1.3102000,1.3043000,1.3046000,125589
GBPUSD,60,20190501,230000,1.3044000,1.3051000,1.3036000,1.3045000,75209
GBPUSD,60,20190502,000000,1.3046000,1.3050000,1.3041000,1.3049000,28857
GBPUSD,60,20190502,010000,1.3048000,1.3053000,1.3037000,1.3051000,25245
GBPUSD,60,20190502,020000,1.3051000,1.3058000,1.3049000,1.3055000,24200
GBPUSD,60,20190502,030000,1.3055000,1.3057000,1.3050000,1.3053000,19188
GBPUSD,60,20190502,040000,1.3053000,1.3057000,1.3048000,1.3056000,29781
GBPUSD,60,20190502,050000,1.3056000,1.3060000,1.3053000,1.3055000,33456
GBPUSD,60,20190502,060000,1.3055000,1.3057000,1.3047000,1.3050000,28775
GBPUSD,60,20190502,070000,1.3050000,1.3057000,1.3048000,1.3055000,31511
GBPUSD,60,20190502,080000,1.3056000,1.3058000,1.3050000,1.3053000,25927
GBPUSD,60,20190502,090000,1.3053000,1.3054000,1.3043000,1.3046000,22015
GBPUSD,60,20190502,100000,1.3046000,1.3059000,1.3037000,1.3052000,52336
GBPUSD,60,20190502,110000,1.3053000,1.3080000,1.3048000,1.3078000,90986
GBPUSD,60,20190502,120000,1.3078000,1.3078000,1.3052000,1.3055000,75731
GBPUSD,60,20190502,130000,1.3055000,1.3064000,1.3052000,1.3055000,58682
GBPUSD,60,20190502,140000,1.3055000,1.3057000,1.3041000,1.3049000,68486
GBPUSD,60,20190502,150000,1.3049000,1.3082000,1.3024000,1.3045000,117826
GBPUSD,60,20190502,160000,1.3045000,1.3051000,1.3035000,1.3042000,77969
GBPUSD,60,20190502,170000,1.3041000,1.3051000,1.3022000,1.3028000,82184
GBPUSD,60,20190502,180000,1.3027000,1.3039000,1.3016000,1.3033000,85852
GBPUSD,60,20190502,190000,1.3032000,1.3038000,1.3017000,1.3031000,91580
GBPUSD,60,20190502,200000,1.3031000,1.3032000,1.3021000,1.3024000,56566
GBPUSD,60,20190502,210000,1.3024000,1.3028000,1.3016000,1.3026000,38516
GBPUSD,60,20190502,220000,1.3027000,1.3031000,1.3021000,1.3029000,40131
GBPUSD,60,20190502,230000,1.3029000,1.3036000,1.3023000,1.3033000,32726
GBPUSD,60,20190503,000000,1.3033000,1.3036000,1.3026000,1.3031000,18734
GBPUSD,60,20190503,010000,1.3029000,1.3035000,1.3025000,1.3029000,17345
GBPUSD,60,20190503,020000,1.3029000,1.3033000,1.3027000,1.3031000,28162
GBPUSD,60,20190503,030000,1.3032000,1.3036000,1.3029000,1.3031000,18660
GBPUSD,60,20190503,040000,1.3031000,1.3039000,1.3028000,1.3039000,22410
GBPUSD,60,20190503,050000,1.3039000,1.3040000,1.3032000,1.3037000,35367
GBPUSD,60,20190503,060000,1.3037000,1.3044000,1.3033000,1.3038000,27954
GBPUSD,60,20190503,070000,1.3039000,1.3041000,1.3034000,1.3039000,17652
GBPUSD,60,20190503,080000,1.3039000,1.3039000,1.3031000,1.3034000,18261
GBPUSD,60,20190503,090000,1.3034000,1.3039000,1.3031000,1.3035000,22341
GBPUSD,60,20190503,100000,1.3035000,1.3039000,1.3015000,1.3017000,56355
GBPUSD,60,20190503,110000,1.3016000,1.3026000,1.3014000,1.3022000,83167
GBPUSD,60,20190503,120000,1.3023000,1.3028000,1.3014000,1.3018000,60129
GBPUSD,60,20190503,130000,1.3018000,1.3019000,1.2988000,1.2991000,65719
GBPUSD,60,20190503,140000,1.2991000,1.3004000,1.2989000,1.2999000,63981
GBPUSD,60,20190503,150000,1.2999000,1.3003000,1.2994000,1.3002000,46759
GBPUSD,60,20190503,160000,1.3001000,1.3032000,1.2986000,1.3030000,96335
GBPUSD,60,20190503,170000,1.3030000,1.3044000,1.3016000,1.3039000,88073
GBPUSD,60,20190503,180000,1.3040000,1.3123000,1.3039000,1.3115000,121321
GBPUSD,60,20190503,190000,1.3115000,1.3177000,1.3113000,1.3138000,118691
GBPUSD,60,20190503,200000,1.3138000,1.3157000,1.3131000,1.3147000,66684
GBPUSD,60,20190503,210000,1.3147000,1.3159000,1.3145000,1.3157000,54514
GBPUSD,60,20190503,220000,1.3157000,1.3173000,1.3154000,1.3163000,50597
GBPUSD,60,20190503,230000,1.3164000,1.3176000,1.3160000,1.3167000,52583
GBPUSD,60,20190504,000000,1.3168000,1.3176000,1.3163000,1.3170000,23584
GBPUSD,60,20190504,010000,1.3173000,1.3173000,1.3173000,1.3173000,1
GBPUSD,60,20190505,230000,1.3104000,1.3170000,1.3104000,1.3138000,159
GBPUSD,60,20190506,000000,1.3138000,1.3165000,1.3138000,1.3146000,144
GBPUSD,60,20190506,010000,1.3143000,1.3164000,1.3139000,1.3158000,5953
GBPUSD,60,20190506,020000,1.3159000,1.3171000,1.3157000,1.3164000,41693
GBPUSD,60,20190506,030000,1.3166000,1.3170000,1.3147000,1.3150000,43844
GBPUSD,60,20190506,040000,1.3150000,1.3151000,1.3136000,1.3146000,50949
GBPUSD,60,20190506,050000,1.3146000,1.3150000,1.3139000,1.3149000,50832
GBPUSD,60,20190506,060000,1.3148000,1.3150000,1.3124000,1.3132000,38884
GBPUSD,60,20190506,070000,1.3132000,1.3135000,1.3116000,1.3122000,38943
GBPUSD,60,20190506,080000,1.3122000,1.3125000,1.3116000,1.3119000,30893
GBPUSD,60,20190506,090000,1.3120000,1.3126000,1.3110000,1.3124000,41973
GBPUSD,60,20190506,100000,1.3124000,1.3127000,1.3113000,1.3121000,54923
GBPUSD,60,20190506,110000,1.3121000,1.3126000,1.3109000,1.3116000,75253
GBPUSD,60,20190506,120000,1.3116000,1.3123000,1.3105000,1.3107000,55573
GBPUSD,60,20190506,130000,1.3107000,1.3119000,1.3099000,1.3102000,61748
GBPUSD,60,20190506,140000,1.3103000,1.3113000,1.3100000,1.3109000,69340
GBPUSD,60,20190506,150000,1.3109000,1.3112000,1.3090000,1.3101000,69957
GBPUSD,60,20190506,160000,1.3101000,1.3104000,1.3080000,1.3088000,83344
GBPUSD,60,20190506,170000,1.3088000,1.3099000,1.3080000,1.3094000,88632
GBPUSD,60,20190506,180000,1.3094000,1.3098000,1.3086000,1.3096000,82641
GBPUSD,60,20190506,190000,1.3096000,1.3096000,1.3081000,1.3092000,68239
GBPUSD,60,20190506,200000,1.3092000,1.3101000,1.3089000,1.3098000,45953
GBPUSD,60,20190506,210000,1.3098000,1.3105000,1.3093000,1.3101000,37970
GBPUSD,60,20190506,220000,1.3102000,1.3104000,1.3095000,1.3098000,32033
GBPUSD,60,20190506,230000,1.3099000,1.3105000,1.3095000,1.3098000,34525
GBPUSD,60,20190507,000000,1.3098000,1.3100000,1.3090000,1.3096000,29339
GBPUSD,60,20190507,010000,1.3095000,1.3098000,1.3085000,1.3092000,35786
