<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GBPUSD,60,20190402,000000,1.3117000,1.3119000,1.3098000,1.3101000,37395
GBPUSD,60,20190402,010000,1.3100000,1.3115000,1.3026000,1.3053000,39451
GBPUSD,60,20190402,020000,1.3053000,1.3082000,1.3051000,1.3078000,40181
GBPUSD,60,20190402,030000,1.3079000,1.3080000,1.3064000,1.3067000,40438
GBPUSD,60,20190402,040000,1.3067000,1.3073000,1.3057000,1.3070000,34842
GBPUSD,60,20190402,050000,1.3070000,1.3074000,1.3057000,1.3062000,43870
GBPUSD,60,20190402,060000,1.3062000,1.3071000,1.3060000,1.3069000,39797
GBPUSD,60,20190402,070000,1.3069000,1.3075000,1.3062000,1.3070000,50949
GBPUSD,60,20190402,080000,1.3071000,1.3072000,1.3060000,1.3066000,45501
GBPUSD,60,20190402,090000,1.3066000,1.3086000,1.3063000,1.3069000,48980
GBPUSD,60,20190402,100000,1.3069000,1.3070000,1.3035000,1.3053000,98388
GBPUSD,60,20190402,110000,1.3053000,1.3055000,1.3022000,1.3050000,138363
GBPUSD,60,20190402,120000,1.3050000,1.3072000,1.3035000,1.3042000,127539
GBPUSD,60,20190402,130000,1.3042000,1.3076000,1.3039000,1.3048000,95982
GBPUSD,60,20190402,140000,1.3048000,1.3066000,1.3041000,1.3060000,70962
